,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.0,36.995495221265344,137.88400922514546,175.8095560542714,226.54138694728607,329.36453968209753,450.72584004259323,586.4536163088834,576.9752352845138,508.8711120870438,587.1319067989642,174.20734743715025,200.39011927010768,201.24793216653686,209.4602056354179,223.17930011540048,264.07437871286317,268.3266702606648,348.98727090077256,421.7961592997262,496.5944019015921,496.3743694233522,613.1306509042297,603.1855432653803,222.54804329148914,305.37354174846257,278.7857081800005,332.0752926671902,338.5817139992568,420.95745662687665,395.77139866342037,480.68341664816603,562.4806791468935,562.9507211235727,483.1744848949736,622.4734492958269,624.8809447232684,630.5015424868081,616.1827611011561,574.3187268407675,343.349772781114,353.9788129252936,454.94988267873293,456.3577497417929,527.5976960326968,481.2524637525488,534.2405825094158,578.2246904252416,557.2256474101135,643.3605517937449,668.232937278304,481.23551354057037,503.35705901378793,567.1812047682645,541.1561696959576,645.2015189070776,685.5148944201056,758.5472809762415,690.342846667509,769.2782185116442
1,36.995495221265344,0.0,122.07341943853795,156.54293603453684,207.722078535742,314.88728791267636,440.9108532413537,573.708141099002,563.4264575557277,493.91430802887385,572.3465835378025,138.37347387207677,164.37523618667842,165.18703811737413,178.42402042532424,192.34464357295985,232.08321830172014,244.0174639112168,327.9260411017842,397.4852780503858,479.2236610974967,474.5423631463196,594.9431831276792,584.0143472336558,186.6080817645724,269.5737451774574,245.87258189945413,297.6558484038248,307.65615651470875,395.13989238883767,367.5469700295414,453.81829975523704,537.8946497366,538.3230017519775,456.2080998583513,601.8483124094436,603.9440298157564,609.6592418311193,594.7414489928335,549.2766693875502,307.46771880291533,318.2401218858122,422.037058271612,423.2473018869182,497.5117915718874,448.8432645523131,503.1034569992381,550.5257828751642,528.0240269853222,616.8117685118801,641.4660925530228,446.4445596586948,467.60986169355874,532.4744060560952,507.48998851660537,613.2851136481106,654.9671765441659,729.6788345798044,659.6915399825137,740.0798616593628
2,137.88400922514546,122.07341943853795,0.0,40.01249804748511,89.17959407846618,192.97927349847703,319.5424755700027,451.6595817767497,441.4574598952038,372.2868833126973,450.69442621345326,168.9400296852981,163.58708271153137,179.14667980708154,111.23778364538231,122.59282197584001,164.14204674726534,137.0004278736174,212.22916407168012,288.5064990602465,359.03481725314606,359.85883901248286,475.4303290313296,465.4904223862542,193.07961273593585,261.061295484413,183.99005538453937,248.4391273531607,227.02662753957333,290.0688019334648,271.8731321774919,351.52927775678125,428.67951341865523,429.207554948483,354.2306028545055,485.14121424883945,487.6812460643103,493.2595642892678,479.2431509816685,441.368326910756,297.86842766198646,296.47428218987227,350.83357654874885,353.6144771272619,407.6225356179464,373.51427139123183,419.15271679902065,450.3534175191174,433.77953950955947,512.6220179950656,537.8337789019656,454.9179586013322,453.8205940056092,477.6283721736369,441.85291670419014,532.6847097486467,565.9791582884939,632.9198908927998,571.183732923395,644.594902468018
3,175.8095560542714,156.54293603453684,40.01249804748511,0.0,51.20546845796843,160.10621474508727,291.0747806452513,419.22001656429,408.3059038607992,338.0170109883722,416.4175768461442,174.3610567399857,159.09047145408965,177.90053337830057,87.86846272011171,96.26006440887103,134.64975310732842,97.1730938905028,173.25311921736653,248.5658866377283,322.6840560052511,320.80776663238765,438.5488167276491,427.9770762678165,187.89202296631612,246.41834347304587,155.4335214702875,221.20352619250897,191.30790798719033,250.07093124197357,232.69293070482394,311.5871043975372,388.838346178885,389.35877986650104,314.3004901270359,446.8076371921379,449.1904547663732,454.8187162521142,440.5054649527304,401.4436448618909,281.43319753582585,276.23178672991276,315.72973462182756,318.8420695648077,368.76442132340645,337.3376039247253,381.14826511477133,410.4526785663568,394.3522678108802,472.61017531444287,497.82192264570534,440.63580183084946,432.8050351301228,445.3089457262337,407.2971887946196,494.8919073898865,526.9515022394191,593.1279141315379,532.2067182877154,604.883230485049
4,226.54138694728607,207.722078535742,89.17959407846618,51.20546845796843,0.0,111.17553687749837,244.72568758092498,369.49894014134696,358.20627208082635,287.4516932431339,365.78235440348254,210.2755872299484,186.68107184420074,207.6840549167573,100.69205018895205,102.34256201600583,128.81576189794308,59.15321728317656,123.17089166897321,201.5068237057991,271.5050644094876,270.7468600887348,387.35143157551903,376.8665842021067,213.1949524132557,257.9418539128538,149.53199895976374,213.974297521922,166.30496596577754,205.25114238254585,194.3347627162984,267.4756327845197,340.804040019196,341.36548403932954,270.3243906670717,396.04688048715144,398.5399999292468,404.13132957443923,390.0681114159475,353.930784193746,289.4316657738995,278.8081777853727,289.28071524861883,293.169459894363,330.52876625850536,307.82366236276715,345.87570021613254,366.47728717267796,353.48512466303725,426.4392363375626,451.79548426845184,448.8479371148183,431.3702184022092,423.75022404994814,381.1312110021954,459.68902532037896,487.42421339917985,549.707974070146,492.8652201412218,561.9696226276864
5,329.36453968209753,314.88728791267636,192.97927349847703,160.10621474508727,111.17553687749837,0.0,135.0663934163759,259.1940503183067,248.59561102111306,179.5172092307799,257.8429672611528,317.2001127675239,288.46821582235,310.3817012122853,199.04505377469692,195.17684288869927,203.05513910343095,113.91263754451106,71.16121855684983,148.95972610071487,169.9499926448954,188.9241659513305,286.74948182057744,279.3286795926866,311.9702527721542,339.4377704381173,219.33603658632956,271.8032376554775,198.24881789752163,164.13760398995896,182.22513547806736,220.99003404396817,269.3170290975981,270.0863975878024,224.15225267746214,303.24456355286844,306.858705798564,311.9779885254241,300.5748913737967,284.7507682166986,364.37724696732164,346.40150115148174,298.53553556573155,304.0205025907269,301.37916169691516,307.2342807824852,325.37055797966724,313.33369329796386,313.3684378155537,361.1793339090621,386.4351763009695,518.0633091104332,484.8632787757136,435.9869755617985,384.17834400184506,433.49509801150003,446.20995058230875,492.7708648295423,452.1154650013708,506.7012188902401
6,450.72584004259323,440.9108532413537,319.5424755700027,291.0747806452513,244.72568758092498,135.0663934163759,0.0,141.75394713303044,136.86572669535246,92.35895863179763,154.4935358594848,452.06577339244785,422.80665022313923,444.7883366437763,333.39832500648646,328.85963899809366,331.7743441999026,245.77116792843537,173.34039972153366,204.54876948800734,117.2788699354378,181.179766066827,207.3504356529727,210.02207332719632,445.54894418775444,466.31419732891175,345.63785550764334,389.7023615921608,309.3267329515397,226.63952005729345,266.78280466473586,259.66531797630427,259.12352266824405,260.10767001378485,262.427189064173,242.97778327550355,248.82765755734945,252.13330435600446,248.5843984756034,275.77273578416714,487.4040754276607,466.07838918446174,381.0931659500075,387.33060960089375,345.5691949200514,380.16142368578943,376.17212492103755,324.7520103551605,342.4795280653238,347.68271640197224,370.0602617811379,634.4021165546056,591.0068260838385,510.1118131691102,453.2201094033766,467.2448352161417,459.9648400861855,481.0498934622063,466.04077074865455,496.6044703785901
7,586.4536163088834,573.708141099002,451.6595817767497,419.22001656429,369.49894014134696,259.1940503183067,141.75394713303044,0.0,17.02938999881577,86.68379634014553,36.225625473747705,566.4432893061759,532.18417864495,554.2446725196006,445.2469476538131,437.7436084805565,429.8238042259948,355.0249865109205,268.3429522776976,253.34688605790907,120.61794705869555,181.82022271345087,103.31494428502377,119.20989891783316,550.926291070582,554.7968598689154,438.8762604002434,467.7868699743601,386.06291452275195,273.89891494052836,323.5206333417145,274.8916084511926,223.61798231375198,224.5395332988681,276.49035108331066,153.01626617003032,160.01555459585035,160.20292666682954,167.3020553149828,236.71243758510983,568.4232577929936,542.5362662512287,418.6144347147154,424.97652282393284,347.8304508500557,407.44108114086765,380.6201960354566,296.5569188184969,329.6209946646781,288.78538744195487,304.8001859527228,699.6092475703146,642.740244996805,526.7812240064188,468.6413699515541,443.44539977870966,415.96656087974,409.258650472574,421.6631623705739,425.2830151635879
8,576.9752352845138,563.4264575557277,441.4574598952038,408.3059038607992,358.20627208082635,248.59561102111306,136.86572669535246,17.02938999881577,0.0,72.60947272858456,24.0480387379462,553.1728284174688,518.4382104931913,540.4639794825327,431.97569376065593,424.1906804233716,415.32718252376714,341.843355414433,254.51926377188775,237.05025264672912,104.55067914813793,164.82312464345068,91.9888897568785,106.080054094893,536.7606408424767,539.3605267527098,423.99354943252285,451.93448398961607,370.3467483917496,257.4309387262348,307.1706366979424,257.8671134530733,207.42469268680074,208.3554730171822,259.46283680549965,140.60567498754506,147.57694887313247,148.22602955858716,154.00634999474258,220.7869764529929,552.5532656301232,526.4843777828734,401.65170212321436,408.01113933136105,330.94719391249004,390.41555974684877,363.7442325876737,280.43538999254343,313.04951684997053,274.537753099233,291.21317617010874,683.0045019228036,625.8570485011344,509.8338224434409,451.68226303541707,427.56275703306204,401.15849763314003,396.8079574818874,406.8977502132207,412.83841284568877
9,508.8711120870438,493.91430802887385,372.2868833126973,338.0170109883722,287.4516932431339,179.5172092307799,92.35895863179763,86.68379634014553,72.60947272858456,0.0,78.43273291517694,480.6086001317593,445.859424617905,467.8959927406623,359.41682977750844,351.5828152062395,343.146967937859,269.3216018522998,181.93521625646093,170.92507385304964,41.42894039801045,112.54065363189488,117.20467032656447,117.97462566737028,464.331688649131,468.74345692500884,352.29455042841954,382.6871155526504,300.69191861392494,192.46461418290525,240.9302900028119,204.16664862209683,178.0866677566354,179.08618381288446,206.3057489134025,150.64174304076099,156.49899279662685,159.79967067036984,156.57884514313758,194.01626108180923,483.2995156017211,458.0080835977014,342.80345203193747,349.20653877757337,284.8633287481235,335.0429597381845,317.25751895476543,248.70806479197918,273.84691988394366,261.419227107258,282.47830281519737,617.909413382167,564.3368817164633,459.9449657241262,401.7229559451804,395.54808278513525,380.02507098391703,392.96084947343866,386.03049779230446,408.72879665970015
